SCHOOL,PROGRAM,DEGREE,ONLINE,ONCAMPUS,COUNTRY,STATE,CITY,DEPARTMENT,URL
        "U. V. Patel College of Engineering",
        "Ujjain Engineering College",
        "Union Christian College",
        "United College of Engineering &amp; Research",
        "United College of Engineering and Research",
        "United Institute of Technology - UIT",
        "University College of Engineering",
        "University Institute of Computer Science and Applications",
        "University Institute of Engineering and Technology - UIET",
        "University Institute of Technology Barkatullah University",
        "UIT RGPV",
        "University Visvesvaraya College of Engineering",
        "University of Agricultural Sciences",
        "University of Burdwan",
        "University of Calcutta",
        "University of Calicut",
        "University of Delhi - University of Delhi",
        "University of Hyderabad",
        "University of Jammu",
        "University of Kalyani",
        "University of Kashmir",
        "University of Kerela",
        "University of Lucknow",
        "University of Madras",
        "University of Mumbai",
        "University of Mysore",
        "University of North Bengal",
        "University of Petroleum and Energy Studies - UPES",
        "University of Pune",
        "University of Rajasthan",
        "University of Roorkee - UP",
        "University of Vishweshwariya College of Engineering",
        "Utkal Sanskruti Viswavidyalaya",
        "Utkal University",
        "Uttam Devi Mohan Lal College of Engineering",
        "Uttar Banga Krishni Viswavidyalaya",
        "Uttar Maharashtra Vidyapeeth",
        "Uttar Pradesh Rajarshi Tandon Open University",
        "Uttar Pradesh Technical University",
        "Uttaranchal Institute of Management",
        "V. H. N. Senthikumaranadar College",
        "V. L. B. Janakiammal College",
        "V. S. Patel College",
        "V.B.S Purvanchal University",
        "V.S.M. College",
        "VEL TECH MULTI TECH Engineering College",
        "VHNSN College",
        "VIF College of Engineering and Technology",
        "VR Siddhartha Engineering College",
        "VRS College of Engineering and Technology - VRSCET",
        "VVV College for Women",
        "Vaagdevi Institute of Technology and Science",
        "Valliammai Engineering College",
        "VNRVJIET",
        "Vardhaman College Of Engineering",
        "Vasavi College of Engineering",
        "Veer Kunwar Singh University",
        "Veer Narmad South Gujarat University",
        "Veer Surendra Sai University Of Technology",
        "Veermata Jijabai Technological Institute",
        "Vel Tech High Tech Dr.Rangarajan Dr.Sakunthala Engineering College",
        "Velammal College of Management and Computer Studies",
        "Velammal Engineering College - VEC",
        "Vellalar College of Engineering and Technology",
        "Vellore Engineering College",
        "Vellore Institute of Technology",
        "Vemana Institute of Technology",
        "Vickram College of Engineering",
        "Vidya Academy of Science and Technology",
        "Vidya Bhawan Rural Institute",
        "Vidya Jyothi Institute of technology - VJIT",
        "Vidya Pratishthan College Of Engineering",
        "Vidyalankar Institute Of Technology",
        "Vidyalankar Polytechnic",
        "Vidyasagar Viswavidyalaya",
        "Vignan Institute of Technology and Science",
        "Vignans Engineering College",
        "Vignana Jyothi College Of Engineering And Technology",
        "Vijetha Degree College",
        "Vikasa Engineering Institute of Technology",
        "Vikram University",
        "Villa Marie P. G. College For Women",
        "Vimal Jyothi Engineering College",
        "Vinayaka Missions Research Foundation - University",
        "Vinoba Bhave University",
        "Vishwakarma Institute of Technology",
        "Visva-Bharati",
        "Visvesvaraya National Institute of Technology",
        "Visvesvaraya Technological University",
        "Visveswaraiah Technological University",
        "Viswajyothi College of Engineering and Technology",
        "Vivekanand Education Society Institute of Technology",
        "Vivekanand Institute of Technology",
        "Vivekananda College of Computer Science",
        "Vivekanandha Institute of Engineering and Technology for Women",
        "Vivekanandha College of Technology for Women",
        "Vivekananda Institute of Technology and Science",
        "Vivekananda Institute of Technology",
        "Vivekananda School of Post Graduate Studies",
        "Walchand College of Engineering",
        "West Bengal National University of Juridical Sciences",
        "West Bengal University of Animal and Fishery Sciences",
        "West Bengal University of Technology",
        "Womens College",
        "XLRI Jamshedpur Business School",
        "Xavier Institute of Management",
        "Xavier Institute of Social Service",
        "Yagyavalkya Institute of Technology - YIT",
        "Yashwantrao Chavan Maharashtra Open University",
        "Yeahwantro Chavan College Of Engineering (YCCE)",
        "Zakir Hussain College of Engg &amp; Technology",
        "Velalar College of Engineering and Technology",
        "Sri Eshwar College Of Engineering",
        "PSG Institute Of Technology and Applied Research",
        "Mahendra Institute of Technology",
        "knowledge institute of technology",
        "seagi",
        "sree vidyanikethan engineering college",
        "Gayatri Vidya Parishad College of engineering for women ",
        "KIT - Kalaignar Karunanidhi Institute of Technology",
        "Info Institute of Engineering",
        "KPR Institute of Engineering and Technology",
        "Sri Sairam Institute of technology",
        "Dr.NGP Institute of technology",
        "PSGR Krishnammal College for Women",
        "Central Institute of Plastic Engineering and Technology",
        "Akshaya College of Engineering and Technology",
        "Sree Sakthi Engineering College",
        "Muthoot Institute of Technology and Science",
        "Indian Institute of Information Technology",
        "Ramco Institute of Technology",
        "Dhirajlal Gandhi College of Technology",
        "Velammal College Of Engineering and Technology",
        "TRP Engineering College",
        "Nandha College of Technology",
        "MIET Engineering College",
        "Christ college of engineering and technology",
        "K. Ramakrishnan College of Technology",
        "Sri Ramakrishna Institute of Technology",
        "Sree Chitra Thirunal College of Engineering",
        "Galaxy Institute of Technology",
        "JCT College of Engineering and Technology",
        "Sri Krishna College of Technology (SKCT)",
        "Daiata Madhusudhana Sastry sri venkateswara hindu Colllege of Engineering",
        "CMF College",
        "CMS College",
        "Kongunadu Institute of Engineering and Technology",
        "bharathi matriculation higher secondary school",
        "Mahatma Gandhi Medical College & Research Institute",
        "SSS Film Academy",
        "Rathinam College of Arts",
        "SSN Institute of Engineering & Technology",
        "sri guru institute of technlogy",
        "Suguna PIP School",
        "Nehru College of Aeronautics & Applied science",
        "SVS College of Engineering",
        "KAP Viswanatham Government Medical College",
        "SSM Institute of Engineering and technology",
        "NGM Arts & Science College",
        "SNS College of Technology",
        "RVS College of engineering and technology",
        "Nehru Institute OF Engineering & Technology",
    ];
